,Path,Train,Active,Train type subgroup,From,To,First station,Last station,Prev.station,Foll. station,OccTime from,OccTime to,Transfer,Platfrom_Sim,Arrival_Sim,Departure_Sim,StopType_Sim,Arrival lateness,Departure lateness,Length of overlap [m],OvLap Vmax [km/h],Number of runs,Seas.,Station Kürzel,Station,Station abbreviation 2,Station name 2,Attribute key of station,Line,Route,Platform,Overlap,TimeZone,Scheduled arrival [D HH:MM:SS],Activity at arrival,Scheduled departure [D HH:MM:SS],Activity at departure,Operational directives,Fix,Local DoO,Offered DoO,FeasArr [D HH:MM:SS],FeasDep [D HH:MM:SS],FeasDw [s],SchDw [s],MinDw [s],RTs,RTa,Length tr [km],Departure state,Handling time [s],ArrGrn,Dep(A),DepVL/(VL),Arr,Proceed request,Exit message,Stabling message,Reason for stop TOC,Reason for stop Traction unit provider,Reason for stop Carriage service,Booklet of changes,Standard train,BPmax,Example,Model timetable,Vmax model [km/h],BP model,Loading table,Loading category,Load from LT [t],Corridor,MRTech [s],StAll [s],MinRT [s],EngAll [s],PerfAll [s],PathAll [s],StndRT [s],RTAllow [s],SchedRT [s],FeasRT [s],TimRefN,StAll,Deviation StAll [s],Actual StAll,ConnArr,ConnWait,State of access plan,StopType,Track for passing through,Train route for passing through,Creat.,Created by,Created on,Last edit,Last edit by,Last edit on,RTAllow [%],DwAll [s],RTAll [s],TotAll [s],SimAll [s],Change of direction of travel,Train control system/entry,Train control system/leaving,Train formation,ID,Abbr.,Name,Description,Path colour,TrainClass,Train con.. sys.,PZB,KVBP,TL,Speed vehicle dynamic,Speed profile signalling system,Type of run,St. braking rate [m/s²],Max. braking rate [m/s²],Traction cut off time [s],Brake build-up time [s],Min stop time f. unsched. stop [s],Percentage of braking power,Parking brake percentage,BrSet,Rel. traction,Max TF [kN],restr. Tforce,Tr tot L [m],Tr tot M [t],Edit cars,# cars,TrU type,TrU type,Traction type per TrU,Pos. TrU,Loading category of traction unit,Vmax [km/h],Always Vmax,Vmax from lateness [s],<html>V<small>normal</small> below lateness [s]</html>,Trailer length [m],Trailer TareMass [t],Trailer LoadMass [t],Trailer TotMass [t],# stand,# stand TrU,# stand car,# seats,# seats TrU,# seats car,RollR,Max. acc.,Base  priority,Threshold 1. prio change [s],1. dynamic priority change,Threshold 2. prio change [2],2. dynamic priority change,Pushable,Noise exposure,without conductor,Override of emergency brake,Pressure strengthened,Int. brake percentage customer,Reversing train,Operational directives/profiles,Attribute key,Δ RequArr [min],Δ RequDep [min],RequArr,RequDep,RequDw,RequRT,RequPlf,RequRoute,Ordered dwell time [s],Vfeas [km/h],Vmax [km/h],Vstat [km/h],Applied work [kWh],Board,Alight,ChanBoard,ChanAlight,TotBoard,TotAlight,DiffPass,ArrPass,DepPass,Train category,Orderer,Orderer name,Operator,Operator name,Requester,Traction unit provider,Name of traction unit provider,Traction unit provider TrU,Quality level,Loading gauge excess class,Bimodal traffic code,Wagon transfer,Traction unit transfer,Waiting time connections,Comment,Pictograms,Buffer time [s],Selection,PrM: From stn.,PrM: From stn. abbr.,PrM: To stn.,PrM: To station abbr.,PrM: Start stn.,PrM: Start stn. abbr.,PrM: Dest. stn.,PrM: Dest. stn. abbr.,PrM: DoO,PrM: Arr.,PrM: Prnt.Arr.,PrM: Dep,PrM: Prnt.Dep.,Local SchedArr,Local SchedDep,Routing station,Look-ahead Routing stations,Look-ahead range Time [min],Alternative tracks,Bidi routing threshold [%],Ignore overlap conflicts for bidi routing,Minimum lateness Overtaking [s],Minimum lateness Dwell routing [s],Minimum lateness Replatforming [s],Minimum lateness Change of station route [s],Minimum lateness for  alternative line routing [min],Intervention range Overtaking [min],Intervention range Bidi routing [min],Intervention range Replatforming [min],Intervention range Change of station route [min],Intervention range  Routing closure/station [min],Intervention range Alternative line routing [min],Rout. merging  at junction,Overtaking routing,Dwell  Routing,RePlat- forming,Entry  routing,Bidi routing,Coupling Routing,AlternativeRoute Routing,Rerouting closure/station,Alternative line routing,Ignore conflicts w. follow. trains,Ignore conflicts  dur. arr/dep,3 to 4 trains routing trial,Alternative line,Baseline,Preoccupation ETCS from,Calculation of acceleration a1,Calculation of acceleration a2,User-defined value A1 [m/s²],User-defined value A2 [m/s²],Braking with train resistances,Braking with real gradients,Activate change request 1186,dV_ebi_min [km/h],dV_ebi_max [km/h],V_ebi_min [km/h],V_ebi_max [km/h],dV_sbi_min [km/h],dV_sbi_max [km/h],V_sbi_min [km/h],V_sbi_max [km/h],dV_warning_min [km/h],dV_warning_max [km/h],V_warning_min [km/h],V_warning_max [km/h],T_warning [s],T_preindication (Baseline 3.6.0 = 0 s) [s],M_rotating_min [%],M_rotating_max [%],V_comp [km/h],acc. to ERA Subset 41,T_driver [s],P2,C2,P3,C3,Loading gauge exceedance,Rola Höhe,Rola Breite,EC number,EC information,Profile numbers,Remark on CTL,Change class CTL,Local train number,Train path number,Reference path,Production form,Combined traffic load,Profiles,EC,External references,Remark CTL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NND,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Eastbound/GrainTrainIR-3,Meand Grain LD GrainTrainIR-3,1,,NND,PKS,1,0,,NOJ, 8:25:50, 8:33:56,,,,,,,,,,,,NND,Nanardine,,,,P2N,[OKH]-[MBIR/MBIR]-[1]-[PARKESJN]-[MBIR/MBIR] (1),S-1,,NSW/VIC,8:28:16,, 8:28:16,,,0,Daily,,8:28:16, 8:28:16,,,, 0:07:43,,,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,463,0,463,0,0,0,463,0,463,463,0,0%,0,0,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:07,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:07,0,,0,,0,0,ATC-DK,ATC-DK,IR 050/Meand Grain LD,IR 050,Meand Grain LD,IR Meandarra Grain Loaded,,,FrTr,M/P; Multiple aspect; ATC-DK,Automatically,0,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Eastbound/GrainTrainIR-3,Meand Grain LD GrainTrainIR-3,1,,NND,PKS,0,0,NND,GBJ North, 8:28:16, 8:40:25,,,,,,,,,,,,NOJ,Parkes North West Junction,,,,(P2N),[NANd]-[P2N/MBIR]-[1-5]-[GBJ]-[P2N/1] (1),Gu-5,,NSW/VIC, 8:35:59,, 8:38:59,,,0,Daily,, 8:35:59, 8:38:59,180,180,180, 0:04:59, 0:07:43,6.508,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,299,0,299,0,0,0,299,0,299,299,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:07,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:07,0,,0,,0,0,ATC-DK,M/P,IR 050/Meand Grain LD,IR 050,Meand Grain LD,IR Meandarra Grain Loaded,,,FrTr,M/P; Multiple aspect; ATC-DK,Automatically,0,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ North,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Eastbound/GrainTrainIR-3,Meand Grain LD GrainTrainIR-3,1,,NND,PKS,0,0,NOJ,GBJ, 8:38:39, 8:56:31,,,,,,,,,,,,GBJ North,Goobang Jct North,,,,(S2P),[NOJ]-[P2N/1]-[2-3]-[GBJ]-[S2P/2] (2),FRAME R-2,,, 8:43:58,, 8:48:58,,,0,Daily,, 8:43:58, 8:48:58,300,300,300, 0:01:29, 0:15:42,9.484,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,89,0,89,0,0,0,89,0,89,89,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:07,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:07,0,,0,,0,0,M/P,M/P,IR 050/Meand Grain LD,IR 050,Meand Grain LD,IR Meandarra Grain Loaded,,,FrTr,M/P; Multiple aspect; ATC-DK,Automatically,0,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Eastbound/GrainTrainIR-3,Meand Grain LD GrainTrainIR-3,1,,NND,PKS,0,0,GBJ North,PKS, 8:38:39, 8:57:25,,,,,,,,407,1000,,,GBJ,Goobang Jct,,,,-24101,GBJ Mainline - North - East,FRAME Q-1,O2,NSW/VIC, 8:50:27,, 8:55:27,,,0,Daily,, 8:50:27, 8:55:27,300,300,300, 0:00:00, 0:22:11,9.86,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,473,0,473,0,0,0,473,0,473,473,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:07,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:07,0,,0,,0,0,M/P,M/P,IR 050/Meand Grain LD,IR 050,Meand Grain LD,IR Meandarra Grain Loaded,,,FrTr,M/P; Multiple aspect; ATC-DK,Automatically,0,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKS,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Eastbound/GrainTrainIR-3,Meand Grain LD GrainTrainIR-3,1,,NND,PKS,0,1,GBJ,, 9:01:18, 9:03:30,,,,,,,,250,1000,,,PKS,Parkes,,,,24101,[GBJ]-[24101/1]-[1]-[PKWup]-[24101/1] (1),U-1,Overlap without name,NSW/VIC,9:03:20,, 9:03:20,,,0,Daily,,9:03:20, 9:03:20,,,,, 0:35:04,13.085,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0%,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:07,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:07,,,,,,0,M/P,,IR 050/Meand Grain LD,IR 050,Meand Grain LD,IR Meandarra Grain Loaded,,,FrTr,M/P; Multiple aspect; ATC-DK,Automatically,0,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKS,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/GrainTrainIR-4,GoonGrain Em GrainTrainIR-4,1,,PKS,NND,1,0,,GBJ, 0:02:42, 0:05:10,,,,,,,,472,1000,,,PKS,Parkes,,,,-24101,[PKWup]-[24101/1]-[1]-[GBJ]-[24101/1] (1),D-1,Overlap without name,NSW/VIC,0:04:05,, 0:04:05,,,0,Daily,,0:04:05, 0:04:05,,,, 0:04:10,,,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,250,0,250,0,0,0,250,0,250,250,0,0%,0,0,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,0,,0,,0,0,ATC,ATC,IR 046/GoonGrain Em,IR 046,GoonGrain Em,IR Goondiwindi Grain Empty,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/GrainTrainIR-4,GoonGrain Em GrainTrainIR-4,1,,PKS,NND,0,0,PKS,GBJ North, 0:05:28, 0:22:31,,,,,,,,,,,,GBJ,Goobang Jct,,,,(S2P),GBJ Mainline East - North,FRAME Q-2,,NSW/VIC, 0:08:15,, 0:13:15,,,0,Daily,, 0:08:15, 0:13:15,300,300,300, 0:03:22, 0:04:10,2.749,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,202,0,202,0,0,0,202,0,202,202,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,0,,0,,0,0,ATC,ATC-DK,IR 046/GoonGrain Em,IR 046,GoonGrain Em,IR Goondiwindi Grain Empty,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ North,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/GrainTrainIR-4,GoonGrain Em GrainTrainIR-4,1,,PKS,NND,0,0,GBJ,NOJ, 0:05:28, 0:23:19,,,,,,,,,,,,GBJ North,Goobang Jct North,,,,(P2N),[GBJ]-[S2P/2]-[1-3-4]-[NOJ]-[P2N/1] (2),FRAME R-1,,, 0:16:37,, 0:21:37,,,0,Daily,, 0:16:37, 0:21:37,300,300,300, 0:08:51, 0:12:32,3.089,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,531,0,531,0,0,0,531,0,531,531,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,0,,0,,0,0,ATC,ATC-DK,IR 046/GoonGrain Em,IR 046,GoonGrain Em,IR Goondiwindi Grain Empty,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/GrainTrainIR-4,GoonGrain Em GrainTrainIR-4,1,,PKS,NND,0,0,GBJ North,NND, 0:21:23, 0:34:26,,,,,,,,,,,,NOJ,Parkes North West Junction,,,,P2N,[GBJ]-[P2N/1]-[1-5]-[NANd]-[P2N/MBIR] (1),Gd-5,,NSW/VIC, 0:30:28,, 0:33:28,,,0,Daily,, 0:30:28, 0:33:28,180,180,180, 0:00:00, 0:26:23,5.47,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,366,0,366,0,0,0,366,0,366,366,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,0,,0,,0,0,ATC-DK,ATC-DK,IR 046/GoonGrain Em,IR 046,GoonGrain Em,IR Goondiwindi Grain Empty,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NND,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/GrainTrainIR-4,GoonGrain Em GrainTrainIR-4,1,,PKS,NND,0,1,NOJ,, 0:33:18, 0:39:34,,,,,,,,,,,,NND,Nanardine,,,,P2N,[PARKESJN]-[MBIR/MBIR]-[1]-[OKH]-[MBIR/MBIR] (1),SM-1,,NSW/VIC,0:39:34,, 0:39:34,,,0,Daily,,0:39:34, 0:39:34,,,,, 0:35:29,12.53,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0%,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,,,,,,0,ATC-DK,,IR 046/GoonGrain Em,IR 046,GoonGrain Em,IR Goondiwindi Grain Empty,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKS,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/GrainTrainIR2-4,GoonGrain Em GrainTrainIR2-4,1,,PKS,NND,1,0,,GBJ,12:02:42,12:05:10,,,,,,,,472,1000,,,PKS,Parkes,,,,-24101,[PKWup]-[24101/1]-[1]-[GBJ]-[24101/1] (1),D-1,Overlap without name,NSW/VIC,12:04:05,,12:04:05,,,0,Daily,,12:04:05,12:04:05,,,, 0:04:10,,,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,250,0,250,0,0,0,250,0,250,250,0,0%,0,0,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,0,,0,,0,0,ATC,ATC,IR 046/GoonGrain Em,IR 046,GoonGrain Em,IR Goondiwindi Grain Empty,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/GrainTrainIR2-4,GoonGrain Em GrainTrainIR2-4,1,,PKS,NND,0,0,PKS,GBJ North,12:05:28,12:22:31,,,,,,,,,,,,GBJ,Goobang Jct,,,,(S2P),GBJ Mainline East - North,FRAME Q-2,,NSW/VIC,12:08:15,,12:13:15,,,0,Daily,,12:08:15,12:13:15,300,300,300, 0:03:22, 0:04:10,2.749,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,202,0,202,0,0,0,202,0,202,202,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,0,,0,,0,0,ATC,ATC-DK,IR 046/GoonGrain Em,IR 046,GoonGrain Em,IR Goondiwindi Grain Empty,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ North,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/GrainTrainIR2-4,GoonGrain Em GrainTrainIR2-4,1,,PKS,NND,0,0,GBJ,NOJ,12:05:28,12:23:19,,,,,,,,,,,,GBJ North,Goobang Jct North,,,,(P2N),[GBJ]-[S2P/2]-[1-3-4]-[NOJ]-[P2N/1] (2),FRAME R-1,,,12:16:37,,12:21:37,,,0,Daily,,12:16:37,12:21:37,300,300,300, 0:08:51, 0:12:32,3.089,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,531,0,531,0,0,0,531,0,531,531,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,0,,0,,0,0,ATC,ATC-DK,IR 046/GoonGrain Em,IR 046,GoonGrain Em,IR Goondiwindi Grain Empty,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/GrainTrainIR2-4,GoonGrain Em GrainTrainIR2-4,1,,PKS,NND,0,0,GBJ North,NND,12:21:23,12:34:26,,,,,,,,,,,,NOJ,Parkes North West Junction,,,,P2N,[GBJ]-[P2N/1]-[1-5]-[NANd]-[P2N/MBIR] (1),Gd-5,,NSW/VIC,12:30:28,,12:33:28,,,0,Daily,,12:30:28,12:33:28,180,180,180, 0:00:00, 0:26:23,5.47,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,366,0,366,0,0,0,366,0,366,366,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,0,,0,,0,0,ATC-DK,ATC-DK,IR 046/GoonGrain Em,IR 046,GoonGrain Em,IR Goondiwindi Grain Empty,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NND,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/GrainTrainIR2-4,GoonGrain Em GrainTrainIR2-4,1,,PKS,NND,0,1,NOJ,,12:33:18,12:39:34,,,,,,,,,,,,NND,Nanardine,,,,P2N,[PARKESJN]-[MBIR/MBIR]-[1]-[OKH]-[MBIR/MBIR] (1),SM-1,,NSW/VIC,12:39:34,,12:39:34,,,0,Daily,,12:39:34,12:39:34,,,,, 0:35:29,12.53,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0%,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:12,,,,,,0,ATC-DK,,IR 046/GoonGrain Em,IR 046,GoonGrain Em,IR Goondiwindi Grain Empty,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
